編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位,最後更新時間
154,102年火災搶救日報表_以分隊作統計,消防局,高雄市政府,消防局,,1,0,8,單位、受理件數、一一九電話、一一O電話、自動電話、民眾親自報案、執勤發現、其他、一般民眾死、一般民眾受傷、消防人員死、消防人員受傷、義消人員死、義消人員受傷、房屋燒毀間數、救出人數、出動消防人員、出動義消人次、出動車輛數量、財損至未滿一百萬件次、財損至一百萬以上未滿伍佰萬元件次、財損至伍佰萬元以上件次、總計金額千元,
155,102年緊急救護日報表_以分隊作統計,消防局,高雄市政府,消防局,,1,0,8,單位、受理件數救護載送人數,
156,101年火災搶救日報表_以分隊作統計,消防局,高雄市政府,消防局,,1,0,8,單位、受理件數、一一九電話、一一O電話、自動電話、民眾親自報案、執勤發現、其他、一般民眾死、一般民眾受傷、消防人員死、消防人員受傷、義消人員死、義消人員受傷、房屋燒毀間數、救出人數、出動消防人員、出動義消人次、出動車輛數量、財損至未滿一百萬件次、財損至一百萬以上未滿伍佰萬元件次、財損至伍佰萬元以上件次、總計金額千元,
157,101年緊急救護日報表_以分隊作統計,消防局,高雄市政府,消防局,,1,0,8,單位、受理件數救護載送人數,
158,100年火災搶救日報表_以分隊作統計,消防局,高雄市政府,消防局,,1,1,9,單位、受理件數、一一九電話、一一O電話、自動電話、民眾親自報案、執勤發現、其他、一般民眾死、一般民眾受傷、消防人員死、消防人員受傷、義消人員死、義消人員受傷、房屋燒毀間數、救出人數、出動消防人員、出動義消人次、出動車輛數量、財損至未滿一百萬件次、財損至一百萬以上未滿伍佰萬元件次、財損至伍佰萬元以上件次、總計金額千元,
159,消防局辦公設備捐贈芳名錄,消防局,高雄市政府,消防局,,1,2,14,"年度,月份,捐贈者,捐贈內容,受贈者,用途,備註",
160,消防局81石化氣爆案消防局接受捐款明細,消防局,高雄市政府,消防局,,1,9,21,"序號,日期,捐款人,金額",
161,105年高雄市火災次數分類及時間,消防局,高雄市政府,消防局,,1,6,37,行政區、建築物、森林田野、車輛、船舶、航空器、其他、零至三時、三至六時、六至九時、九至十二時、十二至十五時、十五至十八時、十八至廿一時、廿一至廿四時,
162,105年高雄市火災人員死傷、財物損失,消防局,高雄市政府,消防局,,1,7,29,行政區、死亡人數_男、死亡人數_女、受傷人數_男、受傷人數_女、自殺、火焰灼燒、有害氣體、跳樓、外物擊中、倒塌物壓到、其他、不明因素、毀損房間數、大型車、小型車、特種車、機車、其他、房屋、財物、保險戶數、保險金額_千,
163,105年高雄市起火建築物,消防局,高雄市政府,消防局,,1,5,36,行政區、一至五層、六至十二層、十三至十九層、廿至廿九層、三十層以上、獨立住宅、集合住宅、辦公建築、商業建築、複合建築、倉庫、工廠、寺廟、其他、住宅、營業場所、作業場所、倉庫、空屋或修建中、公共設施、其他,
164,105年高雄市火災次數按起火原因分,消防局,高雄市政府,消防局,,1,5,33,行政區、縱火、自殺、燈燭、爐火烹調、敬神掃墓祭祖、菸蒂、電氣因素、機械設備、玩火、烤火、施工不慎、易燃品自燃、瓦斯漏氣或爆炸、化學物品、燃放爆竹、交通事故、天然災害、遺留火種、原因不明、其他,
165,105年高雄市火災次數按起火處所分,消防局,高雄市政府,消防局,,1,7,34,行政區、客廳、餐廳、臥室、書房、廚房、浴廁、神龕、陽台、庭院、辦公室、教室、倉庫、機房、攤位、工寮、樓梯間、電梯、管道間、走廊、停車場、騎樓下、路邊、墓地、其他,
166,100年緊急救護日報表_以分隊作統計,消防局,高雄市政府,消防局,,1,3,14,單位、受理件數救護載送人數,
167,106年7至12月導覽機託播統計,秘書處,高雄市政府,秘書處,,1,3,4,託播單位、數量、媒體形式、資訊分類,
168,勞檢處資料盤點表,勞工局,高雄市政府,勞工局,,1,1,9,勞檢處資料盤點表,
169,106年依職業安全衛生法第49條公布事業單位等名稱公告名單(106年全),勞工局,高雄市政府,勞工局,,1,1,7,106年依職業安全衛生法第49條公布事業單位等名稱公告名單(106年全),
170,106年高雄市政府1999話務中心服務量趨勢圖,研究發展考核委員會,高雄市政府,研究發展考核委員會,,12,40,117,說明： (A)進線總電話數=IVR總進線數 (B)按1轉客服人員數=IVR總進線後，按1轉接專人數 (C)客服人員應答數=(B)按1轉客服人員數-(D)電話掛斷數 (D)電話掛斷數=(B)按1轉客服人員數-(C)客服人員應答數 (E)電話外撥數=話務人員績效日報表之電話外撥數 (F)電話處理總數=(A)進線總電話數+(E)電話外撥數 (G)服務水準%=20秒內專人接聽數/(C)客服人員應答數*100 (H)平均等待時間=進線電話總等待時間/(B)按1轉客服人員數 (I)平均通話時間=進線電話總通話時間/(C)客服人員應答數,
171,106年高雄市政府1999話務中心客服人員滿意度指標,研究發展考核委員會,高雄市政府,研究發展考核委員會,,12,49,101,提供106年高雄市政府1999話務中心客服人員滿意度指標,
172,106年高雄市政府1999話務中心派工受理前三名機關統計表,研究發展考核委員會,高雄市政府,研究發展考核委員會,,12,43,120,提供106年高雄市政府1999話務中心派工受理前三名機關統計表,
173,106年杉林區基本資料表,杉林區公所,高雄市政府,杉林區公所,,4,6,20,106年1月杉林區基本資料表,
174,杉林區公所106年度施政計畫,杉林區公所,高雄市政府,杉林區公所,,1,6,18,杉林區公所106年度施政計畫,
175,高雄市106年房地產消費糾紛原因及來源統計表,地政局,高雄市政府,地政局,,1,1,9,已備查仲介(件)(A)、未備查仲介(件)(B)、非法仲介(件)(C)、仲介(件)(D)、代銷(件)(E)、建商(件)(F)、地政士(件)(G)、非不動產服務業(件)(H)、其他(件)(I),
176,106年度428活動 - 職場安全健康論壇簡報資料,勞工局,高雄市政府,勞工局,,5,27,23,健康風險評估在職業衛生管理之應用,
177,106年公告土地現值及公告地價漲跌幅一覽表,地政局,高雄市政府,地政局,,1,36,96,"No1鄉鎮市區別,No2上期公告土地現值總額(千元),No3本期公告土地現值總額(千元),No4本期公告土地現值與上期比較漲跌幅(%),No5前一期公告地價總額(千元),No6最近一期公告地價總額(千元),No7最近一期公告地價與前一期比較漲跌幅(%),No8本期一般正常交易價格總額(千元),No9本期公告土地現值總額占本期一般正常交易價格總額百分比(%),No10最近一期公告地價總額占本期一般正常交易價格總額百分比(%),No11最近一期公告地價總額占本期公告土地現值總額百分比(%)",
178,106年高雄市土地筆數面積公告土地現值統計,地政局,高雄市政府,地政局,,1,6,38,106年高雄市土地筆數面積公告土地現值統計,
179,高雄市政府所屬各機關106年度施政計畫列管案件總表,研究發展考核委員會,高雄市政府,研究發展考核委員會,,1,7,57,高雄市政府所屬各機關106年度施政計畫列管案件總表,
180,106年度警政預算,警察局,高雄市政府,警察局,,2,2,23,歲入,
181,106年空氣污染物連續自動監測設施(CEMS),環境保護局,高雄市政府,環境保護局,,12,79,135,"工廠管制編號,煙囪,監測項目,時間,測值,狀態碼,",
182,106年高雄市勞工大學招生期程,勞工局,高雄市政府,勞工局,,1,8,27,106年高雄市勞工大學招生期程,
183,106年大寮區基本資料,大寮區公所,高雄市政府,大寮區公所,,8,8,23,106年1月份大寮區基本資料,
184,106年度大寮區公所單位預決算,大寮區公所,高雄市政府,大寮區公所,,2,7,19,106年大寮區公所單位歲入預算,
185,106年大寮區國小學區劃分,大寮區公所,高雄市政府,大寮區公所,,1,3,27,106年大寮區學區劃分,
186,106年消保官教育宣導彙整表,秘書處,高雄市政府,秘書處,,1,4,8,提供106年消保官教育宣導彙整表,
187,106年高雄市徵解地政規費,地政局,高雄市政府,地政局,,11,61,97,"規費名稱,徵收數,解庫數,備註",
188,高雄市政府所屬機關iTaiwan無線網路統計資料,研究發展考核委員會,高雄市政府,研究發展考核委員會,,10,68,136,"熱點名稱,使用人次",
189,高雄市106年地政士開業資料,地政局,高雄市政府,地政局,,9,24,60,"事務所名稱,事務所地址,電話,手機",
190,106年高雄市不動產買賣統計,地政局,高雄市政府,地政局,,11,73,123,"區名,件數,土地筆數,土地面積(平方公尺),建物棟(戶)數,建物面積(平方公尺),",
191,106年高雄市民向市長索取中堂輓聯（含電子輓聯）統計表,秘書處,高雄市政府,秘書處,,6,33,68,市民以寄信或親送及網路方式向市長請託  ,
192,106年殯葬管理處空氣污染物連續自動監測設施(CEMS),民政局,高雄市政府,民政局,,11,38,57,"工廠管制編號,煙囪,監測項目,時間,測值,狀態碼,",
193,106年內門區-里民防災卡,內門區公所,高雄市政府,內門區公所,,18,11,12,106年內門區里民防災卡(觀亭里),
194,內門區社會福利申請表單,內門區公所,高雄市政府,內門區公所,,8,21,12,各項社會福利申請調查表,
195,內門區樂活行程規劃,內門區公所,高雄市政府,內門區公所,,2,15,20,內門區山城樂活行程-1,
196,內門區公所各課室業務執掌及申辦方式,內門區公所,高雄市政府,內門區公所,,14,56,34,內門區公所各課室業務辦理-1,
197,內門區提升服務執行計畫,內門區公所,高雄市政府,內門區公所,,1,1,12,內門區106年度提升服務執行計畫,
198,內門區基本資料,內門區公所,高雄市政府,內門區公所,,1,3,13,內門區106年3月基本資料,
199,內門區各機關聯絡網,內門區公所,高雄市政府,內門區公所,,3,5,14,內門區各里辦公處聯絡方式,
200,內門區各宗教團體聯絡網,內門區公所,高雄市政府,內門區公所,,2,7,12,內門區各宗教團體聯絡方式-1,
201,內門區避難收容所及民意代表聯絡網,內門區公所,高雄市政府,內門區公所,,1,5,11,內門區避難收容所及民意代表聯絡方式,
202,106年高雄市不動產拍賣統計,地政局,高雄市政府,地政局,,11,35,110,"區名,件數,土地筆數,土地面積(平方公尺),建物棟(戶)數,建物面積(平方公尺),",
203,106年高雄1999派工資料,研究發展考核委員會,高雄市政府,研究發展考核委員會,,12,11,85,"FileNo：案號,Cre_Date：反映日期,Save_Date：通報日期,ReplyUnit：權責單位代碼,UnitName：權責單位,Zipcode：行政區域代碼(郵政區號),ZipName：行政區域,Address：維修地點,Informdesc：通報事項,Beforedesc：反映內容,Status：管制狀況代碼,StatusName：管制狀況,Close_Date：結案日期,Afterdesc：處理結果,Memo：備註,Latitude：緯度,Longitude：經度",
204,高雄市大寮區公所106年度施政計畫,大寮區公所,高雄市政府,大寮區公所,,1,8,14,高雄市大寮區公所106年度施政計畫,
205,106年列管計畫進度,研究發展考核委員會,高雄市政府,研究發展考核委員會,,10,25,56,106年1月列管計畫進度,
206,106年消保官查核行程一覽表,秘書處,高雄市政府,秘書處,,1,9,9,提供106年消保官查核行程一覽表,
207,高雄市消費者服務中心106年受理消費爭議件數一覽表,秘書處,高雄市政府,秘書處,,1,6,11,提供高雄市消費者服務中心106年受理消費爭議件數一覽表,
208,高雄市消費者服務中心106年受理第一次申訴及第二次申訴商品及服務二大類前三大申訴類型一覽表,秘書處,高雄市政府,秘書處,,1,4,6,高雄市消費者服務中心106年受理第一次申訴及第二次申訴商品及服務二大類前三大申訴類型一覽表,
209,106年高雄市外國人地權登記管理,地政局,高雄市政府,地政局,,11,58,90,說明所有權取得、移轉及他項權利登記,
210,高雄市身心障礙者自力更生補助申請,勞工局,高雄市政府,勞工局,,2,4,22,高雄市身心障礙者自力更生補助申請書,
211,106年高市庇護性就業,勞工局,高雄市政府,勞工局,,7,54,40,106年高雄市庇護性就業補助原則,
212,106年資料開放教育訓練,研究發展考核委員會,高雄市政府,研究發展考核委員會,,40,163,119,機構類別、名稱、地址、電話、提供服務,
213,107年高雄市公告土地現值,地政局,高雄市政府,地政局,,1,4,14,行政區、地段、地號、土地公告現值(新台幣元/平方公尺),
