編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位,最後更新時間
100,桃園市各區社區活動中心名冊-龍潭區,社會局,桃園市政府,社會局,,,5,,社區活動中心名稱、地址、公所承辦單位、電話,
101,桃園市消防局消防分隊通訊錄,消防局,桃園市政府,消防局,,,170,,單位名稱、地址、電話、傳真,
102,桃園市政府水務局管理水門資訊,水務局,桃園市政府,水務局,,,81,,"地區,水門名稱,位置,X座標_TWD97,Y座標_TWD97,狀態",
103,TYC Talks青年職涯培力及巡迴講座活動,青年事務局,桃園市政府,青年事務局,,,32,,機關名稱：桃園市政府青年事務局地址：桃園市中壢區環北路390號電話：(03)4225205,
104,105年桃園市蘆竹區土地公告現值及公告地價,地政局,桃園市政府,地政局,,,292,,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺)，公告地價(元/平方公尺) ,
105,桃園市政府警察局101~105年中壢分局預算表,警察局,桃園市政府,警察局,,,158,,year(年度，預算所屬年度)、type(預算別，分為歲入來源別及歲出機關別)、breau(機關，預算所屬機關)、art_1(款)、art_2(項)、art_3(目)、art_4(節)、name(名稱，預算名稱)、budget(預算數，單位為新臺幣/元),
106,桃園市廢棄物清除機構列表,環境保護局,桃園市政府,環境保護局,,,2,,桃園市廢棄物清除機構列表,
107,非都市土地使用分區及編定面積,地政局,桃園市政府,地政局,,,44,,非都市土地使用分區及編定面積,
108,桃園市政府車輛行車事故鑑定委員會 受理鑑定案件分類統計表,交通局,桃園市政府,交通局,,,20,,個人申請鑑定、憲警單位移送及司法機關囑託鑑定案件數統計,
109,105年桃園市政府所屬機關公務人員人數-按年資分,人事處,桃園市政府,人事處,,,0,,年資別、總計、平均年資、第0至5年、第6至9年、第10至14年、第15至19年、第20至24年、第25年以上,
110,105年桃園市政府所屬機關公務人員人數-按教育程度分,人事處,桃園市政府,人事處,,,0,,教育程度、總計、博士、碩士、大學畢業、專科畢業、高中(職)畢業、國(初)中以下,
111,2016台灣燈會臨時公有停車場統計表,研究發展考核委員會,桃園市政府,研究發展考核委員會,,,415,,"剩餘車位,時間,停車場",
112,桃園市都市計畫區域內公共工程實施數量,工務局,桃園市政府,工務局,,,103,,桃園市都市計畫區域內公共工程實施數量,
113,(婦幼)桃園市各區母乳支持團體,衛生局,桃園市政府,衛生局,,,884,,"課程日期,課程主題,時間,地區	地址,地點,聯絡電話",
114,附屬單位決算營業基金現金流量綜計表(依現金流量項目分列),主計處,桃園市政府,主計處,,,24,,項目1、項目2、項目3、預算數、決算數、比較增減_金額、比較增減_百分比,
115,桃園市三合一工業園區廠商名錄,經濟發展局,桃園市政府,經濟發展局,,,204,,工廠名稱、工廠電話、傳真電話、工廠地址、地號、用地總面積、營運狀態,
116,桃園市政府105年度消費諮詢專線電話（1950及5715分機）統計總表,法務局,桃園市政府,法務局,,,25,,類別、項目、消費諮詢,
117,附屬單位預算特別收入基金來源、用途及餘絀綜計表,主計處,桃園市政府,主計處,,,46,,主管機關、基金名稱、本年度預算數_基金來源、本年度預算數_基金用途、本年度預算數_餘絀、上年度預算數_基金來源、上年度預算數_基金用途、上年度預算數_餘絀、本年度與上年度比較_基金來源、本年度與上年度比較_基金用途、本年度與上年度比較__餘絀、期初基金餘額、解繳公庫、期末基金餘額,
118,航空城都市計畫-附近地區第二期發展區區段徵收面積表,都市發展局,桃園市政府,都市發展局,,,214,,項目	第二種住宅區	第三種住宅區	第四種住宅區	第五種住宅區	第五種住宅區_供合宜住宅使用	第一種商業區	第二種商業區	第三種商業區	乙種工業區	第三種產業專用區	車站專用區	電信專用區	瓦斯事業專用區	灌溉設施專用區	河川區	公園用地	綠地用地	停車場用地	文中小用地	機關用地	電路鐵塔用地	高速公路用地	道路用地,
119,桃園市集老店,經濟發展局,桃園市政府,經濟發展局,,,101,,區、分類、名稱、地址,
120,(桃園市)104年度清明節抽驗潤餅皮檢驗結果,衛生局,桃園市政府,衛生局,,,80,,"抽驗日期,檢體名稱,檢驗項目,抽驗廠商,抽驗廠商地址,廠商提供來源名稱,廠商提供來源地址,檢驗結果",
121,桃園市政府消防局救災救護指揮中心受理公用電話量統計,消防局,桃園市政府,消防局,,,22,,年度、總來話次數_次、總談話時間_時分秒,
122,商圈逍遙遊,經濟發展局,桃園市政府,經濟發展局,,,90,,商圈、商圈簡述、商圈組織、交通資訊,
123,2016台灣燈會官網Google Analytics分析資料-使用者,研究發展考核委員會,桃園市政府,研究發展考核委員會,,,6,,時間索引、日期範圍、區隔、量化指標,
124,桃園市消防分隊茶水供應等便民服務,消防局,桃園市政府,消防局,,,68,,分隊、提供服務、建置處所、座標_TWD97_X、座標_TWD97_Y,
125,102年桃園市土地公告現值及公告地價-大園,地政局,桃園市政府,地政局,,,4,,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺)，公告地價(元/平方公尺),
126,桃園市各區現住人口年齡分配,警察局,桃園市政府,警察局,,,139,,year(統計年度)、field(區域)、age(年齡統計區間)、sex(性別)、count(統計人數),
127,桃園市街頭藝人名單-創意工藝類,研究發展考核委員會,桃園市政府,研究發展考核委員會,,,5,,"類別,姓名_團名,電話,徵選項目,備註",
128,商業登記異動表,經濟發展局,桃園市政府,經濟發展局,,,715,,行業別、上月底現有家數、新設立家數、增資家數、減資家數、歇業家數、遷入家數、遷出家數、行業變動家數、異動調整家數、本月底現有家數、上月底資本總額、新設立資本額、增資資本額、減資資本額、歇業資本額、遷入資本額、遷出資本額、行業變動資本額、異動調整資本額、本月底資本總額,
129, 104年度桃園市轄內私立就業服務機構從事跨國人力仲介服務品質評鑑結果,勞動局,桃園市政府,勞動局,,,37,,年度、許可證字號、公司名稱、級數、仲介人數,
130,桃園市各區社區活動中心名冊-復興區,社會局,桃園市政府,社會局,,,5,,社區活動中心名稱、地址、公所承辦單位、電話,
131,桃園市10大易發生溺水案件處所,消防局,桃園市政府,消防局,,,33,,地點、分隊、水域、WGS84經緯度座標_N、WGS84經緯度座標_E、歷年發生事故、事故原因,
132,「桃園埤圳重要濕地」公告範圍資訊,都市發展局,桃園市政府,都市發展局,,,397,,內政部,
133,商業異動_本月各異動項目資本額總計,經濟發展局,桃園市政府,經濟發展局,,,0,,異動項目、資本額,
134,桃園市安家實物銀行社區分行,社會局,桃園市政府,社會局,,,150,,單位/機構名稱、單位/機構地址、電話、服務區域別、開放物資領取時間,
135,104年桃園市政府代為標售地籍清理土地標售公告清冊,地政局,桃園市政府,地政局,,,361,,"標號,鄉鎮市區,段,小段,地/建號,面積,使用分區/使用分區類別,權利範圍分子,權利範圍分母,登記名義人,他項權利人姓名或名稱,他項權利種類,標售總底價,保證金,備註",
136,桃園市政府消防局育嬰留職人員年齡分布情形,消防局,桃園市政府,消防局,,,8,,年齡、育嬰留職停薪人次,
137,大客車及貨車使用牌照稅稅額表,地方稅務局,桃園市政府,地方稅務局,,,82,,"車輛種類及稅額（新臺幣/元）,大客車（每車乘人座位在十人以上者）,貨車",
138,桃園市公寓大廈管理委員會清冊(蘆竹區),都市發展局,桃園市政府,都市發展局,,,259,,序號、管理委員會、建築物地址,
139,一般地區環境音量監測,環境保護局,桃園市政府,環境保護局,,,150,,"監測站名_地點,監測站編號,管制區,年,月,日,零至一時,一至二時,二至三時,三至四時,四至五時,五至六時,六至七時,七至八時,八至九時,九至十時,十至十一時	十一至十二時,十二至十三時,十三至十四時,十四至十五時,十五至十六時	,十六至十七時,十七至十八時,	十八至十九時,十九至二十時,二十至二十一時,十一至二十二時,	二十二至二十三時,二十三至二十四時",
140,桃園市容積移轉送出基地統計,都市發展局,桃園市政府,都市發展局,,,215,,年度、道路、公園、兒童遊樂場、綠地綠帶、學校、停車場、圳渠溝渠,
141,桃園市政府青年事務局創新人才培育計畫(物聯網產業),青年事務局,桃園市政府,青年事務局,,,32,,機關名稱：桃園市政府青年事務局地址：桃園市中壢區環北路390號電話：(03)4225205,
142,桃園市起火建築物,消防局,桃園市政府,消防局,,,239,,區域別、按建築物高度分_一層到五層、按建築物高度分_六層到十二層、按建築物高度分_十三層到十九層、按建築物高度分_二十層到二九層、按建築物高度分_三十層以上、按起火建築物類別分_獨立住宅、按起火建築物類別分_集合住宅、按起火建築物類別分_辦公建築、按起火建築物類別分_商業建築、按起火建築物類別分_複合建築、按起火建築物類別分_倉庫、按起火建築物類別分_工廠、按起火建築物類別分_寺廟、按起火建築物類別分_其他、按起火建築物火災時用途分_住宅、按起火建築物火災時用途分_營業場所、按起火建築物火災時用途分_作業場所、按起火建築物火災時用途分_倉庫、按起火建築物火災時用途分_空屋或修建中、按起火建築物火災時用途分_公共設施、按起火建築物火災時用途分_其他,
143,桃園市消防人力學歷統計表,消防局,桃園市政府,消防局,,,26,,年度、研究院_所、大學、專科、高中職_含師範、國_初中以下及其他,
144,106年桃園市土地公告現值及公告地價-八德,地政局,桃園市政府,地政局,,,4,,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺)，公告地價(元/平方公尺),
145,桃園市人行道管理,工務局,桃園市政府,工務局,,,353,,項次	道路名稱	道路_起點 道路_迄點 車道寬度(不含人行道)(公尺)	人行道長度(公尺) 人行道總寬度(公尺) 鋪面類型 人行道面積(平方公尺) 轄區,
146,桃園市100年每月觀光遊憩區遊客人次資料,觀光旅遊局,桃園市政府,觀光旅遊局,,,2586,,觀光遊憩區別(風景遊樂區名稱)、遊客人次(當月遊客人次)、上年同月份遊客人數(上年同月份遊客人數)、增減數(與上年同月份相比)、成長率(與上年同月份相比),
147,桃園市廢棄車輛拖吊資料查詢系統,環境保護局,桃園市政府,環境保護局,,,104,,"行政區,拖吊場,地址,電話",
148,桃園市民醫療小管家計畫合約醫療院所名冊,衛生局,桃園市政府,衛生局,,,238,,機構代碼(醫事機構代碼)、行政區域(桃園市各行政區)、機構類別(醫院診所藥局)、合作責任醫院(合作責任醫院名稱)、機構名稱(合約機構名稱)、地址(機構地址),
149,106年桃園市土地公告現值及公告地價-觀音,地政局,桃園市政府,地政局,,,4,,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺)，公告地價(元/平方公尺),
150,桃園市立案老人福利機構評鑑資料,社會局,桃園市政府,社會局,,,177,,區域、機構名稱、負責人、地址、電話、一百年、一百零一年、一百零二年、一百零三年、一百零四年、一百零五年,
151,附屬單位決算特別收入基金平衡綜計表(依項目分列),主計處,桃園市政府,主計處,,,28,,科目1、科目2、科目3、科目4、本年度決算數_金額、本年度決算數_百分比、上年度決算數_金額、上年度決算數_百分比、比較增減_金額、比較增減_百分比,
